Steps,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Entropy,Is Training
3570000,99.0,2.9688697,4.058000068664551,4.058000068664551,1.107277,1.0
3580000,99.0,2.9730794,4.082000072002411,4.082000072002411,1.1070065,1.0
3590000,99.0,2.9470294,4.236000051498413,4.236000051498413,1.106677,1.0
3600000,99.0,3.0150986,4.139000055789947,4.139000055789947,1.106677,1.0
3610000,99.0,3.005456,4.037000042200089,4.037000042200089,1.1043203,1.0
3620000,99.0,3.0123289,4.180000066757202,4.180000066757202,1.1043203,1.0
3630000,99.0,3.026272,4.130000042915344,4.130000042915344,1.1026188,1.0
3640000,99.0,2.998562,4.168000063896179,4.168000063896179,1.1025031,1.0
3650000,99.0,3.0425773,4.05500007390976,4.05500007390976,1.1002451,1.0
3660000,99.0,3.1113703,4.139000070095062,4.139000070095062,1.1000472,1.0
3670000,99.0,3.0999267,4.282000060081482,4.282000060081482,1.0988598,1.0
3680000,99.0,3.0192955,3.9930000460147856,3.9930000460147856,1.0976723,1.0
3690000,99.0,3.0297773,4.289000049829483,4.289000049829483,1.0966601,1.0
3700000,99.0,2.9523954,4.161000075340271,4.161000075340271,1.095337,1.0
3710000,99.0,3.021527,4.150000041723251,4.150000041723251,1.0942656,1.0
3720000,99.0,2.9936569,4.305000051259994,4.305000051259994,1.0927993,1.0
3730000,99.0,2.9593089,4.332000037431717,4.332000037431717,1.0927993,1.0
3740000,99.0,2.9628108,4.172000036239624,4.172000036239624,1.0912198,1.0
3750000,99.0,3.0001845,4.351000066995621,4.351000066995621,1.0912198,1.0
3760000,99.0,3.053625,4.064000028371811,4.064000028371811,1.0906278,1.0
3770000,99.0,3.1085677,4.252000045776367,4.252000045776367,1.090586,1.0
3780000,99.0,3.0897698,4.285000047683716,4.285000047683716,1.0888342,1.0
3790000,99.0,3.055095,4.0580000340938565,4.0580000340938565,1.0886984,1.0
3800000,99.0,3.11345,4.12500004529953,4.12500004529953,1.0875627,1.0
3810000,99.0,3.0160592,4.275000046491623,4.275000046491623,1.0864266,1.0
3820000,99.0,3.042536,4.241000056266785,4.241000056266785,1.0857157,1.0
3830000,99.0,3.0200758,3.7670000195503235,3.7670000195503235,1.0847871,1.0
3840000,99.0,3.069746,4.031000050306321,4.031000050306321,1.0842288,1.0
3850000,99.0,3.0469165,4.205000030994415,4.205000030994415,1.0834428,1.0
3860000,99.0,3.0283792,4.216000034809112,4.216000034809112,1.0834428,1.0
3870000,99.0,3.016519,4.306000065803528,4.306000065803528,1.0820274,1.0
3880000,99.0,3.0681677,3.87700004696846,3.87700004696846,1.0820274,1.0
3890000,99.0,2.9881961,4.134000024795532,4.134000024795532,1.0792891,1.0
3900000,99.0,2.9996097,4.2410000693798064,4.2410000693798064,1.0790927,1.0
3910000,99.0,3.027919,4.417000045776367,4.417000045776367,1.0792385,1.0
3920000,99.0,3.0273087,3.9540000629425047,3.9540000629425047,1.079281,1.0
3930000,99.0,3.0203183,4.326000047922134,4.326000047922134,1.0789541,1.0
3940000,99.0,3.0731623,4.23400005698204,4.23400005698204,1.0786273,1.0
3950000,99.0,3.057887,4.171000069379806,4.171000069379806,1.0780295,1.0
3960000,99.0,3.0440223,4.146000045537948,4.146000045537948,1.0772697,1.0
3970000,99.0,3.069616,4.2810000872612,4.2810000872612,1.0767485,1.0
3980000,99.0,3.1031208,4.255000075101853,4.255000075101853,1.0760877,1.0
3990000,99.0,3.0179534,3.978000041246414,3.978000041246414,1.0760877,1.0
4000000,99.0,3.0345154,3.908000066280365,3.908000066280365,1.0744162,1.0
4010000,99.0,3.0174387,4.2090000367164615,4.2090000367164615,1.0744162,1.0
4020000,99.0,3.0184948,4.161000051498413,4.161000051498413,1.0734825,1.0
4030000,99.0,2.9934874,4.100000095367432,4.100000095367432,1.0734222,1.0
4040000,99.0,3.0427713,4.251000053882599,4.251000053882599,1.0724139,1.0
4050000,99.0,2.9988134,4.134000077247619,4.134000077247619,1.072336,1.0
4060000,99.0,3.0243943,4.172000031471253,4.172000031471253,1.0712278,1.0
